,"('J', 'J')","('J', 'C')","('J', 'H')","('J', 'A')","('J', 'E')","('J', 'F')","('J', 'I')","('J', 'D')","('J', 'G')","('J', 'B')","('C', 'J')","('C', 'C')","('C', 'H')","('C', 'A')","('C', 'E')","('C', 'F')","('C', 'I')","('C', 'D')","('C', 'G')","('C', 'B')","('H', 'J')","('H', 'C')","('H', 'H')","('H', 'A')","('H', 'E')","('H', 'F')","('H', 'I')","('H', 'D')","('H', 'G')","('H', 'B')","('A', 'J')","('A', 'C')","('A', 'H')","('A', 'A')","('A', 'E')","('A', 'F')","('A', 'I')","('A', 'D')","('A', 'G')","('A', 'B')","('E', 'J')","('E', 'C')","('E', 'H')","('E', 'A')","('E', 'E')","('E', 'F')","('E', 'I')","('E', 'D')","('E', 'G')","('E', 'B')","('F', 'J')","('F', 'C')","('F', 'H')","('F', 'A')","('F', 'E')","('F', 'F')","('F', 'I')","('F', 'D')","('F', 'G')","('F', 'B')","('I', 'J')","('I', 'C')","('I', 'H')","('I', 'A')","('I', 'E')","('I', 'F')","('I', 'I')","('I', 'D')","('I', 'G')","('I', 'B')","('D', 'J')","('D', 'C')","('D', 'H')","('D', 'A')","('D', 'E')","('D', 'F')","('D', 'I')","('D', 'D')","('D', 'G')","('D', 'B')","('G', 'J')","('G', 'C')","('G', 'H')","('G', 'A')","('G', 'E')","('G', 'F')","('G', 'I')","('G', 'D')","('G', 'G')","('G', 'B')","('B', 'J')","('B', 'C')","('B', 'H')","('B', 'A')","('B', 'E')","('B', 'F')","('B', 'I')","('B', 'D')","('B', 'G')","('B', 'B')"
34,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,0.0,12.759999115462449,0.0,0.0,,0.0,12.415504997598328,0.0,11.037260313668911,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,,8.701809671168826,0.0,0.0,0.0,11.881619584333132,0.0,5.265359696838637,12.415504997598328,,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,0.0,8.701809671168826,0.0,,0.0,0.0,0.0,13.341104266407502,0.0,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,0.0,0.0,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,0.0,0.0,0.0,0.0,0.0,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,13.094304566778266,7.7787134167164185,10.449414806032166,,
35,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,0.0,12.759999115462449,0.0,0.0,,0.0,12.415504997598328,0.0,11.037260313668911,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,5.297972194380703,8.701809671168826,0.0,0.0,0.0,,0.0,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,0.0,8.701809671168826,0.0,,,0.0,0.0,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,,,0.0,0.0,0.0,13.094304566778266,0.0,0.0,0.0,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,0.0,0.0,0.0,0.0,0.0,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,0.0,0.0,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
36,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,0.0,12.759999115462449,0.0,0.0,,0.0,12.415504997598328,0.0,11.037260313668911,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,5.297972194380703,8.701809671168826,0.0,0.0,0.0,11.881619584333132,0.0,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,0.0,8.701809671168826,0.0,,0.0,0.0,0.0,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,0.0,0.0,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,0.0,0.0,0.0,0.0,0.0,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,0.0,0.0,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
37,,0.0,9.011647870223289,5.265359696838637,0.0,,0.0,0.0,12.759999115462449,0.0,0.0,,0.0,12.415504997598328,0.0,11.037260313668911,5.788001980784582,0.0,0.0,0.0,9.011647870223289,0.0,,5.297972194380703,8.701809671168826,0.0,0.0,7.278982756515468,11.881619584333132,0.0,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,0.0,8.701809671168826,0.0,,0.0,0.0,0.0,13.341104266407502,9.492090462838537,,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,0.0,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,0.0,0.0,7.278982756515468,0.0,0.0,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,0.0,0.0,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
38,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,0.0,12.759999115462449,0.0,0.0,,0.0,12.415504997598328,0.0,11.037260313668911,5.788001980784582,0.0,0.0,0.0,9.011647870223289,0.0,,5.297972194380703,8.701809671168826,0.0,0.0,7.278982756515468,11.881619584333132,,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,,,0.0,0.0,8.701809671168826,0.0,,0.0,0.0,0.0,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,0.0,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,0.0,0.0,7.278982756515468,0.0,0.0,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,0.0,0.0,0.0,,,0.0,0.0,,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
39,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,0.0,12.759999115462449,0.0,0.0,,0.0,12.415504997598328,0.0,11.037260313668911,5.788001980784582,0.0,0.0,0.0,9.011647870223289,0.0,,5.297972194380703,8.701809671168826,0.0,0.0,7.278982756515468,11.881619584333132,0.0,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,0.0,8.701809671168826,0.0,,0.0,0.0,0.0,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,0.0,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,0.0,0.0,7.278982756515468,0.0,0.0,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,0.0,0.0,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
40,,,9.011647870223289,5.265359696838637,,0.0,0.0,0.0,12.759999115462449,0.0,,,0.0,12.415504997598328,0.0,11.037260313668911,5.788001980784582,0.0,0.0,0.0,9.011647870223289,0.0,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,0.0,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,,0.0,8.701809671168826,0.0,,0.0,0.0,0.0,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,,0.0,7.7787134167164185,0.0,0.0,7.278982756515468,0.0,0.0,0.0,,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,0.0,0.0,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
41,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,0.0,12.759999115462449,0.0,0.0,,,12.415504997598328,0.0,11.037260313668911,5.788001980784582,0.0,0.0,0.0,9.011647870223289,,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,0.0,8.701809671168826,0.0,,0.0,0.0,0.0,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,0.0,0.0,7.278982756515468,0.0,0.0,0.0,14.852215206607578,,0.0,,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,0.0,0.0,,,9.492090462838537,13.094304566778266,7.7787134167164185,,,
42,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,0.0,,0.0,0.0,,,12.415504997598328,0.0,11.037260313668911,5.788001980784582,0.0,0.0,0.0,9.011647870223289,,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,0.0,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,0.0,8.701809671168826,0.0,,0.0,0.0,0.0,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,0.0,0.0,7.278982756515468,0.0,0.0,0.0,14.852215206607578,,0.0,10.449414806032166,,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,0.0,0.0,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
43,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,0.0,12.759999115462449,,0.0,,0.0,12.415504997598328,0.0,11.037260313668911,5.788001980784582,0.0,0.0,0.0,9.011647870223289,0.0,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,0.0,8.701809671168826,0.0,,0.0,0.0,0.0,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,0.0,0.0,7.278982756515468,0.0,0.0,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
44,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,0.0,12.759999115462449,,0.0,,0.0,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,0.0,0.0,0.0,9.011647870223289,0.0,,5.297972194380703,,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,,0.0,,0.0,0.0,0.0,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,,7.7787134167164185,0.0,0.0,7.278982756515468,0.0,0.0,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
45,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,0.0,12.759999115462449,,0.0,,0.0,12.415504997598328,5.96716376833464,,5.788001980784582,0.0,0.0,0.0,9.011647870223289,0.0,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,0.0,13.341104266407502,9.492090462838537,0.0,,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,0.0,0.0,7.278982756515468,0.0,0.0,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
46,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,0.0,12.759999115462449,,0.0,,0.0,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,0.0,0.0,0.0,9.011647870223289,0.0,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,0.0,0.0,7.278982756515468,0.0,13.85451747936807,,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
47,,0.0,9.011647870223289,5.265359696838637,0.0,,0.0,0.0,12.759999115462449,,0.0,,0.0,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,0.0,0.0,0.0,9.011647870223289,0.0,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,,9.492090462838537,,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,0.0,0.0,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,,12.759999115462449,0.0,11.881619584333132,10.904925124490397,,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,,,
48,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
49,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,,0.0,,,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
50,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
51,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
52,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,,0.0,,,,0.0,,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
53,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
54,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
55,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,,13.094304566778266,0.0,,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
56,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
57,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,,9.492090462838537,0.0,,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
58,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,,,5.297972194380703,,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,0.0,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
