,"('C', 'C')","('C', 'E')","('C', 'G')","('C', 'I')","('C', 'F')","('C', 'D')","('C', 'B')","('C', 'H')","('C', 'A')","('C', 'J')","('E', 'C')","('E', 'E')","('E', 'G')","('E', 'I')","('E', 'F')","('E', 'D')","('E', 'B')","('E', 'H')","('E', 'A')","('E', 'J')","('G', 'C')","('G', 'E')","('G', 'G')","('G', 'I')","('G', 'F')","('G', 'D')","('G', 'B')","('G', 'H')","('G', 'A')","('G', 'J')","('I', 'C')","('I', 'E')","('I', 'G')","('I', 'I')","('I', 'F')","('I', 'D')","('I', 'B')","('I', 'H')","('I', 'A')","('I', 'J')","('F', 'C')","('F', 'E')","('F', 'G')","('F', 'I')","('F', 'F')","('F', 'D')","('F', 'B')","('F', 'H')","('F', 'A')","('F', 'J')","('D', 'C')","('D', 'E')","('D', 'G')","('D', 'I')","('D', 'F')","('D', 'D')","('D', 'B')","('D', 'H')","('D', 'A')","('D', 'J')","('B', 'C')","('B', 'E')","('B', 'G')","('B', 'I')","('B', 'F')","('B', 'D')","('B', 'B')","('B', 'H')","('B', 'A')","('B', 'J')","('H', 'C')","('H', 'E')","('H', 'G')","('H', 'I')","('H', 'F')","('H', 'D')","('H', 'B')","('H', 'H')","('H', 'A')","('H', 'J')","('A', 'C')","('A', 'E')","('A', 'G')","('A', 'I')","('A', 'F')","('A', 'D')","('A', 'B')","('A', 'H')","('A', 'A')","('A', 'J')","('J', 'C')","('J', 'E')","('J', 'G')","('J', 'I')","('J', 'F')","('J', 'D')","('J', 'B')","('J', 'H')","('J', 'A')","('J', 'J')"
60,,5.96716376833464,0.0,,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,,13.664836667552699,,,5.265359696838637,
61,,5.96716376833464,0.0,,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
62,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,,
63,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,,0.0,0.0,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
64,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
65,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
66,,5.96716376833464,,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
67,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,,0.0,0.0,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
68,,5.96716376833464,12.297317866938178,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,12.297317866938178,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
69,,5.96716376833464,12.297317866938178,,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,12.297317866938178,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,,,,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,,0.0,0.0,13.664836667552699,,,5.265359696838637,
70,,5.96716376833464,12.297317866938178,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,12.297317866938178,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,,0.0,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
71,,5.96716376833464,12.297317866938178,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,12.297317866938178,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
72,,5.96716376833464,12.297317866938178,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,12.297317866938178,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,7.109828435863265,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,,0.0,13.921795677048454,0.0,,5.297972194380703,,,0.0,0.0,12.759999115462449,7.109828435863265,0.0,13.664836667552699,,,,
73,,5.96716376833464,12.297317866938178,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,12.297317866938178,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,7.109828435863265,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,7.109828435863265,0.0,13.664836667552699,,,5.265359696838637,
74,,5.96716376833464,12.297317866938178,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,12.297317866938178,13.341104266407502,,0.0,0.0,0.0,,,,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,,7.109828435863265,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,,,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,7.109828435863265,0.0,13.664836667552699,,,5.265359696838637,
75,,5.96716376833464,12.297317866938178,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,12.297317866938178,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,7.109828435863265,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,7.109828435863265,0.0,,,,5.265359696838637,
76,,5.96716376833464,12.297317866938178,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,12.297317866938178,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,,7.109828435863265,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,7.109828435863265,0.0,13.664836667552699,,,5.265359696838637,
77,,5.96716376833464,12.297317866938178,5.788001980784582,,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,12.297317866938178,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,,14.852215206607578,7.7787134167164185,13.218025940068083,7.326608933907396,7.109828435863265,,0.0,0.0,,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,7.326608933907396,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,7.109828435863265,0.0,13.664836667552699,,,5.265359696838637,
78,,5.96716376833464,12.297317866938178,5.788001980784582,11.037260313668911,6.022102765198487,0.0,,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,12.297317866938178,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,7.326608933907396,7.109828435863265,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,7.326608933907396,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,7.109828435863265,0.0,13.664836667552699,,,5.265359696838637,
79,,5.96716376833464,12.297317866938178,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,12.297317866938178,13.341104266407502,,0.0,,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,7.326608933907396,7.109828435863265,11.037260313668911,0.0,,7.448109251514262,,0.0,13.094304566778266,0.0,,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,7.326608933907396,,0.0,,5.297972194380703,,5.265359696838637,,0.0,12.759999115462449,7.109828435863265,0.0,13.664836667552699,,,5.265359696838637,
80,,5.96716376833464,12.297317866938178,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,,0.0,0.0,12.297317866938178,13.341104266407502,,0.0,0.0,0.0,,,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,7.326608933907396,7.109828435863265,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,,,13.921795677048454,,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,,,,11.981393949882268,,,6.248261628532093,,,13.218025940068083,,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,7.326608933907396,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,,0.0,12.759999115462449,7.109828435863265,,13.664836667552699,,,5.265359696838637,
81,,5.96716376833464,12.297317866938178,,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,,5.96716376833464,,13.341104266407502,0.0,7.779736031100921,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,12.297317866938178,13.341104266407502,,0.0,5.714025095785483,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,,0.0,0.0,,7.448109251514262,14.852215206607578,,13.218025940068083,,7.109828435863265,11.037260313668911,7.779736031100921,5.714025095785483,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,8.794554417576478,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,,0.0,12.759999115462449,7.109828435863265,8.794554417576478,13.664836667552699,,,5.265359696838637,
82,,5.96716376833464,12.297317866938178,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,,5.96716376833464,,,0.0,7.779736031100921,13.85451747936807,9.492090462838537,8.701809671168826,0.0,14.366545877124942,12.297317866938178,,,0.0,5.714025095785483,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,7.326608933907396,7.109828435863265,11.037260313668911,7.779736031100921,5.714025095785483,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,8.794554417576478,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,7.326608933907396,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,,14.366545877124942,12.759999115462449,7.109828435863265,8.794554417576478,13.664836667552699,,,5.265359696838637,
83,,5.96716376833464,12.297317866938178,5.788001980784582,,6.022102765198487,0.0,,12.415504997598328,,5.96716376833464,,13.341104266407502,0.0,7.779736031100921,13.85451747936807,9.492090462838537,8.701809671168826,0.0,14.366545877124942,12.297317866938178,13.341104266407502,,0.0,5.714025095785483,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,14.852215206607578,7.7787134167164185,13.218025940068083,7.326608933907396,7.109828435863265,,7.779736031100921,5.714025095785483,7.448109251514262,,0.0,13.094304566778266,0.0,13.921795677048454,8.794554417576478,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,7.326608933907396,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,,14.366545877124942,12.759999115462449,7.109828435863265,8.794554417576478,13.664836667552699,,,5.265359696838637,
